2574203,Small but perfectly formed,13054321,Conor,Dublin City,53.34238,-6.32886,Private room,35,1,311,04/03/2020,4.02,1
2607040,Artisan Cottage,13350457,Lisa,Dublin City,53.33341,-6.27499,Entire home/apt,100,4,46,22/04/2019,0.6,1
2610590,A Family Home- Dublin 8 City Centre,5550624,Aideen,Dublin City,53.33796,-6.28051,Entire home/apt,160,2,2,13/03/2020,0.04,1
2614726,Renovated Whiskey Distillery,13013536,Corina,Dublin City,53.36343,-6.24838,Private room,110,1,6,02/01/2015,0.08,1
2620389,Shared Room near to Jameson's,12076665,Erik,Dublin City,53.35201,-6.27479,Shared room,38,1,6,11/09/2016,0.13,1
2635493,True Dubliner home near city centre,67159,John,Dublin City,53.31908,-6.23633,Entire home/apt,200,1,1,30/09/2014,0.01,1
2642164,Coastal Village (Howth) near Dublin Airport,13527218,Ted,Fingal,53.37994,-6.06,Private room,65,2,39,19/10/2019,0.52,1
2647405,Private Room close to City & Beach,9924228,Barry,Dublin City,53.33826,-6.23159,Private room,62,2,70,24/04/2018,0.92,1
2671586,House between airport and city,13675875,Bernadette,Dublin City,53.38923,-6.2434,Entire home/apt,97,7,1,23/07/2016,0.02,1
2684689,Super Central Cosy Apt Temple Bar,11765563,Kate,Dublin City,53.34404,-6.26907,Entire home/apt,59,15,475,10/03/2020,6.19,1
2685349,Huge apartment in central location,13736584,Rachel,Dublin City,53.33382,-6.2375,Entire home/apt,300,2,106,18/12/2016,1.44,2
2685836,Bright double room  period house /private bathroom,13430901,Mary,Dublin City,53.3199,-6.24602,Private room,60,2,124,13/03/2020,1.64,1
2686112,Super Central  ensuite double room ,13748399,Antonio,Dublin City,53.35314,-6.26185,Private room,45,4,63,31/10/2019,0.82,1
2688629,Georgian private apartment for business and hols,13763124,Ken,Dublin City,53.33644,-6.24987,Entire home/apt,100,2,299,15/03/2020,3.92,1
2691951,Bright spacious mews in great location,11437558,Laura,Dn Laoghaire-Rathdown,53.30973,-6.20412,Entire home/apt,100,2,16,20/07/2020,2.05,1
2714737,ten minutes to airport..close to Ryanair HQ,13892153,Fran,Fingal,53.45158,-6.23611,Private room,45,1,243,15/03/2020,5.27,2
2719863,Dublin City Centre. Christchurch. ,9333782,Fatima,Dublin City,53.34237,-6.27834,Private room,70,2,3,26/05/2014,0.04,1
2734096,Double Room in the Docklands,11211199,Dave,Dublin City,53.34246,-6.23593,Private room,150,2,17,25/01/2020,0.24,2
